aX,aY,aZ,Gx,Gy,Gz
-2.369,13.159,-4.421,-164.856,-243.897,-153.626
-3.35,11.695,-5.087,-156.677,-236.45,-125.549
-1.799,12.709,-7.398,-165.161,-223.816,-136.414
-0.641,7.986,-8.532,-156.006,-202.393,-115.112
-1.378,4.919,-6.23,-128.357,-170.166,-57.007
-2.177,4.56,-5.283,-106.384,-145.386,-50.232
-3.091,5.393,-6.417,-92.285,-127.686,-85.571
-3.216,4.68,-5.934,-79.224,-119.568,-117.065
-0.799,2.627,-5.106,-60.791,-114.38,-151.306
2.177,0.22,-3.723,-31.921,-100.708,-180.359
1.613,-0.641,-3.091,-1.221,-84.961,-99.121
0.005,-0.565,-1.933,24.109,-73.181,22.888
0.345,0.933,-0.622,26.794,-67.627,15.747
1.56,1.077,-0.474,16.785,-57.678,-40.71
1.914,0.603,0.053,3.784,-40.527,-46.448
2.751,-0.105,2.225,-8.362,-23.132,-59.326
2.292,0.651,2.909,-19.226,-3.845,-47.974
1.397,1.794,2.598,-29.907,10.559,9.766
-0.11,1.589,2.728,-36.56,14.099,0.488
-1.503,-0.402,0.459,-33.63,6.897,-41.931
-0.416,-2.268,0.182,-19.714,1.038,-61.462
1.215,-0.933,0.823,-3.784,5.554,-7.141
-0.986,-0.292,1.005,2.93,7.324,69.214
-3.283,-0.656,0.397,2.319,-3.296,31.799
-2.369,-0.737,0.349,-2.808,-16.602,-31.128
-1.292,-1.378,0.038,-7.568,-20.447,-30.029
-1.086,-1.622,-0.167,-14.343,-20.508,2.197
-1.144,-0.833,0.455,-25.391,-19.714,12.451
-1.689,-1.33,0.991,-34.607,-21.729,-6.775
-1.349,-1.34,1.201,-42.664,-25.391,-14.465
-1.421,-0.694,0.938,-52.063,-26.917,6.714
-1.254,-0.474,1.048,-68.054,-29.114,10.803
-0.1,0.598,0.77,-86.609,-29.541,-2.258
0.033,1.335,0.89,-98.755,-28.564,13.672
-0.756,0.823,0.799,-108.032,-30.762,23.01
-1.038,-0.383,0.316,-110.718,-36.621,-0.977
0.766,1.766,-0.292,-115.173,-35.706,7.08
1.928,-0.488,0.455,-116.15,-25.574,21.362
1.852,0.646,0.526,-115.906,-13.733,52.124
1.584,1.364,-0.737,-125.122,2.014,79.59
2.019,0.024,-1.187,-131.043,13.0,38.208
2.603,0.483,-0.957,-128.296,24.231,51.27
0.613,0.01,-0.177,-116.821,25.635,85.205
-0.871,-0.278,0.273,-105.53,13.672,43.274
-0.105,-0.574,0.254,-92.712,-1.587,-0.366
1.809,-0.483,-0.746,-82.214,-4.761,10.742
1.354,-1.306,-0.684,-68.481,-1.953,29.968
0.957,-1.134,-0.435,-54.871,-5.249,10.986
0.383,-1.708,-0.991,-42.297,-12.512,-14.404
1.388,-2.742,-0.464,-21.606,-20.264,-21.973
1.196,-1.067,-1.225,-7.568,-20.386,31.006
-1.373,-0.124,-2.292,-2.319,-26.672,40.405
-0.933,-0.421,-1.737,1.77,-32.776,-39.246
-0.029,-0.593,-2.694,13.55,-28.625,-45.288
-0.349,0.957,-1.814,30.029,-19.959,13.733
-0.589,-0.258,-0.694,47.974,-17.273,-14.343
-0.794,0.33,-1.44,71.899,-13.367,-44.922
0.483,0.024,-1.153,91.736,-2.075,-43.884
0.995,-0.737,-1.838,107.117,12.695,-25.085
0.191,0.876,-2.689,119.263,27.832,34.79
-0.718,1.211,-1.962,123.901,34.607,49.011
-0.794,2.163,-0.761,121.277,36.804,-9.094
-1.56,1.895,-1.292,117.127,36.987,-71.594
-1.168,0.617,0.388,123.108,41.504,-82.153
-1.546,-0.421,0.694,136.475,44.25,-38.025
-1.809,1.23,0.761,145.386,42.786,7.629
-1.57,3.015,0.048,140.625,41.626,-9.705
-1.656,5.24,3.034,117.004,45.898,-47.119
-2.168,5.249,4.78,91.248,55.725,-45.288
-2.096,3.919,4.666,63.11,63.477,-17.578
0.885,2.225,3.842,47.791,77.454,-17.029
1.081,-1.187,3.039,51.147,97.534,-17.212
0.134,-2.957,2.976,75.317,109.497,20.691
-0.78,-4.02,2.474,103.577,106.751,96.497
-2.44,-2.857,0.287,128.601,89.478,154.663
-2.823,-1.704,2.263,137.695,69.214,144.287
-1.861,-1.249,1.354,127.502,57.8,51.086
-2.603,-0.943,0.493,103.21,58.838,-53.04
-1.699,-3.005,0.694,82.214,64.148,-79.712
0.311,-2.517,0.086,58.594,70.618,8.423
-0.321,-0.507,-0.12,24.78,67.505,89.722
-0.335,0.593,-0.301,-16.602,68.359,145.691
1.613,-0.196,-1.196,-54.688,74.646,103.027
-4.01,-3.685,0.952,-59.387,57.983,45.715
-4.106,-2.287,1.062,-32.776,14.038,71.411
-0.928,-0.732,0.311,-7.813,-19.043,31.433
2.646,-0.033,0.732,15.381,-41.321,-24.17
2.799,1.029,1.043,27.893,-49.255,20.386
3.479,3.584,0.723,14.465,-49.438,77.881
2.507,4.694,-1.56,-26.611,-42.542,56.335
1.771,2.058,-2.742,-55.786,-39.978,-36.926
4.005,-0.445,-0.354,-52.063,-36.194,-80.139
4.417,-1.225,-1.818,-19.775,-30.884,-52.063
2.321,-1.742,-1.938,18.188,-31.86,38.269
0.177,-1.483,-1.957,53.223,-52.063,65.918
0.258,-0.622,-1.766,60.059,-68.97,37.292
1.196,0.23,-2.211,41.748,-69.58,-10.254
1.632,-0.502,-1.967,11.902,-55.481,-31.921
0.77,0.895,-3.345,-13.733,-44.678,-15.381
0.297,0.44,-1.249,-29.48,-34.851,8.362
-0.66,-1.168,-0.967,-15.93,-41.687,-33.875
-0.727,-2.35,-0.134,22.583,-56.946,-72.876
0.129,-1.517,-0.167,55.481,-64.087,-21.484
0.885,-0.11,0.12,57.495,-59.143,-3.845
1.852,0.799,0.732,34.363,-42.419,-21.301
0.919,1.737,0.086,-0.488,-24.414,-38.94
1.306,0.766,-0.727,-41.992,-6.653,-42.725
0.23,-1.718,0.502,-48.645,-3.906,4.333
-1.488,-3.187,0.818,-21.301,-17.578,60.181
-1.952,-1.354,-0.115,13.245,-42.908,39.185
-0.258,0.78,-0.861,21.606,-52.673,3.296
1.292,2.713,-2.369,2.197,-42.786,-10.01
2.637,3.876,-2.862,-41.748,-17.334,-10.315
1.378,4.886,-4.359,-81.604,2.686,-7.568
-2.287,-1.038,-1.981,-75.928,-2.136,61.279
-4.948,-2.723,-2.201,-14.954,-39.185,100.586
-4.398,-0.469,-2.201,45.044,-90.759,-5.798
-0.335,1.211,-1.914,62.5,-103.272,-73.364
1.014,2.651,-2.852,46.021,-85.327,-46.997
1.139,3.263,-2.46,3.296,-53.467,2.563
2.536,3.015,-2.799,-36.926,-24.17,-26.672
-0.488,-0.766,-1.416,-40.222,-6.958,9.888
-2.158,-2.043,-0.909,4.15,-14.648,89.6
-2.129,-0.426,-1.421,38.025,-29.602,32.776
-0.244,1.412,-2.082,50.293,-28.809,8.789
1.522,1.005,-2.527,42.053,-2.319,34.363
2.488,2.33,-3.244,22.278,46.448,101.685
2.838,3.484,-4.503,-4.761,93.628,93.506
-2.01,0.971,-3.383,-5.188,107.605,117.249
-4.632,1.125,-3.192,18.738,85.754,184.448
-4.689,2.632,-3.708,29.602,48.767,98.267
-2.9,1.302,-4.316,34.912,20.02,-11.536
-1.622,0.191,-4.154,41.626,13.306,8.484
-2.862,0.239,-4.063,33.997,3.052,20.264
-8.317,2.493,-1.718,0.122,-44.434,-3.357
-12.054,4.862,-2.474,-56.396,-118.53,-82.275
-7.838,3.871,-3.493,-116.882,-209.778,-261.841
-4.469,2.469,-2.656,-134.399,-279.602,-247.07
-6.489,3.603,-1.55,-149.475,-332.336,-152.466
-5.666,5.881,-1.349,-184.937,-392.822,-168.335
-5.709,6.331,-1.885,-216.858,-443.787,-173.767
-10.719,13.437,4.469,-271.24,-523.682,-94.36
-24.763,42.444,33.305,-455.383,-619.69,230.103
12.599,64.523,46.301,-737.0,-490.54,-546.265
134.018,45.1,22.557,-885.864,997.864,822.449
149.484,20.423,-38.214,-290.955,1999.939,693.787
62.035,31.419,26.098,811.89,1848.755,-91.736
6.771,35.377,34.979,230.896,1488.831,-43.762
-3.383,-43.349,47.842,-31.677,877.38,213.623
4.522,-36.037,31.716,209.9,407.837,397.217
-7.948,-0.502,36.463,184.082,156.799,192.627
6.484,-18.155,33.984,71.106,68.726,-253.174
22.323,-33.113,15.308,90.576,148.743,53.528
0.976,-13.686,12.719,35.4,109.314,87.28
0.699,-3.541,9.666,-101.196,18.494,44.189
-2.962,-1.392,6.752,-191.834,-32.227,-16.113
-2.259,-5.345,5.087,-210.815,-69.275,-118.897
-0.11,-7.991,4.776,-160.461,-62.866,-35.645
-2.603,-2.206,5.79,-137.634,-34.912,26.184
-6.915,5.465,6.283,-150.269,-14.954,-36.56
-4.063,11.264,0.675,-190.064,-12.939,-142.944
-5.742,13.489,-1.321,-247.559,-26.123,-100.037
-8.187,14.576,-2.005,-297.485,-63.721,-69.031
-9.398,9.857,-0.464,-304.077,-121.094,-188.049
-7.35,15.313,-3.149,-288.33,-203.674,-353.088
-2.689,14.82,-3.546,-257.568,-239.624,-311.89
-3.737,13.351,-4.431,-233.521,-227.844,-120.85
-8.006,16.614,-4.216,-254.273,-210.754,-77.942
-1.727,16.509,-8.039,-275.574,-210.022,-268.127
-0.254,8.264,-4.613,-241.882,-180.298,-85.388
-1.809,6.57,-3.053,-200.806,-136.719,-11.169
-3.086,7.383,-2.632,-159.18,-106.079,-74.463
-4.445,6.498,-3.216,-125.061,-101.44,-117.188
-4.407,6.235,-2.546,-101.135,-107.544,-98.877
-3.441,6.982,-3.196,-84.778,-112.183,-77.393
-2.857,6.264,-4.78,-76.477,-110.718,-93.384
-0.215,3.795,-4.819,-58.838,-100.22,-148.499
1.479,1.158,-5.106,-28.259,-77.698,-165.039
1.445,-0.947,-3.909,3.479,-56.702,-102.966
1.373,-0.282,-2.517,32.837,-36.682,-32.227
0.675,0.713,-1.378,44.25,-25.208,-10.803
1.656,1.22,-1.11,43.335,-13.306,-42.908
2.11,-0.297,-0.66,45.105,5.859,6.409
-0.368,-0.254,-0.33,53.65,12.207,95.52
0.0,0.297,2.46,51.758,6.897,49.011
0.665,0.105,3.192,39.856,3.54,-73.364
0.167,0.45,4.589,26.855,5.127,-60.303
-0.67,1.038,4.761,14.526,5.249,70.129
-0.287,1.503,2.914,-3.845,9.949,70.313
-0.029,-0.857,1.675,-23.621,15.259,-45.898
1.503,-0.924,2.067,-35.767,23.376,-95.581
1.177,-0.498,2.747,-40.833,32.593,-26.367
-1.809,-0.593,2.766,-34.485,24.658,53.223
-3.235,-0.01,1.34,-30.762,3.845,21.912
-2.354,-0.416,0.392,-26.794,-22.644,-65.491
-1.445,-1.235,-0.306,-16.602,-37.415,-73.73
-0.378,-1.646,-1.148,-2.686,-44.434,-48.157
-0.043,-1.948,-1.187,6.714,-44.678,-36.865
-0.225,-2.091,-1.187,9.46,-43.335,-29.541
-0.746,-1.627,-1.412,4.761,-41.504,-18.25
-0.9,-0.818,-1.349,-5.554,-40.405,-9.338
-1.129,-0.613,-0.412,-19.897,-41.687,-14.465
-1.488,-0.756,-0.187,-33.569,-46.387,-38.208
-1.053,-0.474,0.919,-44.434,-50.049,-31.372
-1.364,-0.23,1.302,-55.176,-56.885,2.319
-1.704,0.153,2.34,-66.04,-65.125,10.315
-1.043,0.024,2.881,-78.552,-75.378,-2.319
-0.043,0.857,2.44,-91.736,-78.552,-5.188
1.919,-1.732,2.847,-98.999,-74.951,-8.667
1.134,-1.302,3.67,-100.586,-69.58,39.795
1.254,5.058,0.679,-119.263,-59.326,123.596
4.101,1.948,-0.321,-145.935,-41.504,55.481
6.431,1.086,-2.201,-151.123,-15.32,28.137
2.139,-0.062,-2.249,-144.348,4.15,118.286
1.522,2.627,-2.924,-145.752,16.479,92.529
-0.139,0.263,-1.833,-138.245,11.292,40.588
-0.861,-2.306,-1.172,-103.21,0.61,75.5
-1.727,-1.019,-1.651,-72.449,-7.385,111.939
-1.158,-1.053,-1.378,-65.063,-14.648,33.02
0.392,-1.235,-1.34,-63.049,-14.526,5.188
-1.081,-1.302,0.268,-60.913,-13.916,75.989
-0.541,-1.584,0.139,-61.707,-17.273,26.367
0.215,-3.22,0.234,-55.603,-21.667,-16.174
0.622,-2.933,1.053,-43.03,-19.531,37.292
0.316,-2.048,-0.234,-35.156,-17.456,36.499
0.866,-1.493,-1.292,-33.691,-13.489,-9.521
0.268,-2.541,-1.416,-22.156,-5.249,8.728
-1.459,-0.651,-1.842,-7.446,-3.113,34.729
-1.579,-0.746,-2.421,3.54,-3.662,-19.226
-1.924,1.019,-3.292,18.25,-0.61,-34.851
-1.134,0.589,-2.388,34.058,3.906,-33.63
-0.349,0.986,-1.546,56.091,12.146,-23.071
-0.541,0.421,-0.483,75.684,20.081,-15.137
1.33,0.675,-0.469,82.275,30.273,-79.163
2.991,0.211,-0.971,84.351,55.664,-104.858
1.287,0.488,-0.249,86.914,72.937,-28.992
0.593,0.517,-0.488,83.557,79.041,-20.508
-0.11,-1.55,-0.455,90.149,72.021,-61.951
-0.225,0.502,0.187,101.807,61.34,-28.625
-1.11,-0.78,0.239,120.606,42.969,-28.931
-0.455,-0.589,-0.675,138.245,29.968,-42.969
-0.014,-0.713,-0.397,157.41,25.208,-3.418
0.129,0.043,-0.546,170.349,23.438,32.471
-0.402,1.838,-0.976,169.251,22.461,39.856
-1.771,3.034,-0.187,158.142,20.203,39.612
-1.115,3.795,0.952,141.602,20.996,13.428
0.45,4.977,2.211,117.737,34.058,-1.038
-0.292,3.34,1.976,99.365,49.011,11.963
-0.598,1.302,2.192,90.271,56.152,-8.118
-1.861,0.526,2.483,84.29,59.021,-18.25
-0.546,-0.191,2.68,82.703,63.721,-0.854
-0.766,-0.723,2.402,86.365,65.796,20.203
-0.938,-1.876,1.546,86.243,63.538,52.856
-0.139,-2.316,0.56,83.923,64.575,95.703
-1.943,-1.014,0.211,64.514,61.646,76.294
-0.971,-0.641,0.014,40.894,64.453,41.931
0.593,-0.928,-0.89,4.272,68.726,-30.334
-0.991,-1.613,-1.139,-28.503,67.2,-41.87
-1.263,-1.55,0.096,-44.678,55.176,-23.254
-2.522,-3.364,1.254,-32.715,30.945,-23.743
-2.378,-3.972,0.177,4.517,5.371,-36.682
0.134,-3.665,1.23,57.434,-16.113,-26.917
0.493,-2.015,1.651,95.825,-27.527,63.049
1.68,1.833,0.88,88.013,-30.029,75.134
2.651,4.886,1.445,41.443,-18.738,28.32
3.115,7.068,-0.603,-15.747,-1.038,11.536
1.938,8.053,-3.106,-90.149,17.09,-7.69
2.22,1.536,-4.201,-123.962,21.423,-87.83
2.833,-3.981,-2.952,-92.59,12.756,-122.864
3.852,-4.522,-2.455,-8.789,6.287,-11.475
2.79,-2.158,-2.646,53.284,2.136,91.492
1.0,0.962,-3.158,84.29,-10.071,141.846
1.024,2.062,-2.713,74.768,-15.625,96.619
1.144,2.364,-1.991,48.889,-10.986,32.166
1.192,1.287,-2.541,11.108,0.305,-41.382
1.704,1.177,-2.426,-19.714,10.986,-48.035
0.579,-0.976,-1.062,-34.119,16.541,-7.385
-0.689,-2.273,-0.163,-14.221,5.432,25.269
0.225,-2.68,0.038,14.038,-7.996,18.86
0.335,-1.531,-0.11,38.025,-20.081,43.213
0.904,1.014,0.053,34.302,-23.193,67.2
1.287,4.35,-0.517,-1.038,-15.869,35.706
0.435,5.106,-3.048,-50.964,-5.066,-37.72
0.469,1.45,-2.661,-69.702,-4.028,-60.608
-2.029,-1.096,-2.426,-40.527,-17.883,24.902
-2.996,0.12,-3.484,-4.272,-37.781,39.246
-1.756,1.244,-3.484,19.104,-54.321,-35.034
-0.239,1.766,-3.278,20.508,-48.401,-37.476
0.593,1.885,-3.436,7.874,-34.546,-3.235
0.44,1.809,-2.019,-8.667,-21.179,12.268
-0.077,1.239,-0.971,-11.292,-20.142,11.108
0.613,-0.144,-1.053,9.766,-32.715,12.878
0.196,-0.857,-0.091,48.096,-56.824,34.912
1.043,0.105,-0.531,66.284,-77.576,23.621
1.086,1.814,-1.239,57.434,-91.125,-1.038
0.359,2.732,-0.775,27.832,-96.069,-72.51
0.952,2.914,-1.488,-11.658,-92.896,-135.62
0.435,3.311,-1.943,-47.302,-88.013,-124.268
1.952,-2.206,-1.871,-35.339,-79.285,-43.335
-0.206,-5.594,-0.182,57.434,-49.438,217.224
0.254,-1.302,-0.976,124.085,-37.109,279.907
0.622,2.996,-2.574,129.578,-20.02,195.129
0.565,3.909,-2.565,86.975,14.648,135.986
-0.986,5.733,-3.536,32.227,45.044,104.065
-3.752,3.565,-5.067,-27.466,71.655,78.552
-6.13,0.962,-4.388,-51.025,72.205,52.612
-5.838,0.067,-4.364,-48.767,59.204,30.334
-5.962,-1.163,-4.957,-32.471,32.532,0.854
-5.364,-0.67,-4.163,-23.315,1.343,-35.706
-9.235,0.139,-3.177,-29.846,-60.364,-57.617
-10.331,2.311,-3.498,-51.88,-134.094,-115.601
-8.656,2.89,-2.043,-80.139,-224.67,-159.912
-10.235,4.46,-1.603,-121.582,-311.646,-111.755
-9.733,8.178,-2.881,-181.763,-382.385,-138.855
-3.957,10.369,-4.656,-247.559,-451.294,-161.194
-7.79,13.475,1.756,-300.72,-510.193,-76.111
-14.355,25.759,17.49,-398.377,-605.469,-25.513
-19.145,61.599,46.043,-655.762,-609.192,77.881
115.715,49.708,31.759,-955.689,22.034,-268.86
154.522,53.072,-25.558,-757.446,1862.854,563.599
75.543,19.662,-26.505,310.852,1614.197,-115.173
40.597,53.814,43.875,549.072,1999.939,62.622
18.007,-22.72,48.598,-170.593,1578.613,179.199
-12.298,-48.66,19.911,-57.129,1114.136,775.452
-32.415,-18.72,15.7,-69.824,449.829,377.991
-23.935,-24.208,16.729,-99.792,74.28,411.377
-7.532,-14.576,20.303,6.653,-122.559,1.587
-2.723,-12.566,14.245,147.034,-128.967,-163.147
-6.795,-9.288,9.57,189.453,-114.014,119.019
-8.484,2.149,8.269,128.967,-109.009,-171.875
-7.163,4.173,6.034,40.1,-82.214,-233.826
-0.746,8.02,2.335,-103.699,-44.312,-172.607
2.254,7.039,-0.761,-236.206,-14.038,-136.658
-0.483,3.187,-2.866,-301.209,-22.766,-145.996
-2.948,0.665,-1.737,-311.157,-61.89,-141.907
-2.862,2.464,-1.646,-289.185,-95.032,-108.765
-5.446,5.68,-3.263,-265.076,-133.972,-175.598
-4.957,7.235,-4.838,-245.117,-183.167,-256.104
2.11,9.613,-2.972,-235.107,-195.557,-239.929
1.45,10.068,-2.637,-239.38,-184.204,-172.913
-0.512,8.943,-0.641,-247.192,-189.575,-215.149
1.785,8.513,-2.747,-242.798,-190.308,-148.193
-0.024,8.733,-3.263,-240.967,-165.039,-2.136
-0.206,9.499,-5.197,-244.995,-154.175,-133.667
4.02,7.862,-5.125,-225.769,-151.062,-260.559
0.316,6.192,-4.618,-186.951,-137.634,-98.999
-1.866,5.379,-4.474,-152.405,-126.282,-62.5
-2.292,5.278,-5.383,-124.207,-133.545,-155.64
-0.694,2.79,-5.192,-94.36,-141.48,-194.58
-0.746,1.258,-4.953,-54.993,-141.785,-144.653
0.622,1.239,-4.158,-33.63,-130.92,-107.117
0.129,0.244,-2.527,-14.771,-117.065,-87.708
-0.129,0.249,-1.751,-0.977,-100.647,-61.34
0.23,0.364,-0.957,3.296,-84.167,-35.889
1.991,0.565,0.813,0.549,-54.932,-9.521
0.78,-0.311,2.043,-11.963,-27.832,-23.438
3.785,0.79,2.134,-39.368,3.174,-75.989
6.905,5.613,-0.325,-84.045,43.579,-149.048
-0.392,6.379,-1.34,-132.141,47.668,-189.819
-4.68,-2.517,-0.239,-145.081,15.259,-136.963
-2.048,-2.512,0.598,-110.413,-15.869,-197.022
0.392,-0.531,1.158,-58.716,-33.63,-319.092
0.833,-1.9,0.206,3.54,-18.066,-225.952
0.421,-2.431,-0.785,44.312,0.854,-96.191
0.373,-0.991,-1.426,59.143,12.695,-41.138
0.756,-0.038,-0.316,46.021,16.846,-21.484
-0.244,-0.976,-1.469,27.893,12.451,52.49
-0.421,-0.517,-0.431,7.263,4.272,84.412
0.124,-1.651,-1.459,-11.536,-1.465,15.564
0.024,-3.378,-0.675,-21.729,-11.658,-61.646
0.397,-3.479,0.675,-15.381,-17.029,-50.537
0.967,-1.89,2.029,-8.484,-23.682,-5.31
0.321,-1.713,2.096,-7.324,-35.461,10.62
-1.56,-1.12,2.393,-11.719,-54.382,53.223
-1.852,0.957,1.885,-28.687,-78.918,74.158
0.847,0.751,2.249,-48.889,-92.163,29.114
0.565,-0.014,2.507,-64.697,-103.149,-18.005
-0.904,2.254,2.402,-80.994,-115.418,29.297
0.33,4.838,0.799,-108.276,-120.056,52.429
4.436,2.871,-1.043,-134.583,-111.511,-24.841
3.766,1.852,-1.613,-139.099,-96.985,-24.536
2.192,0.852,-0.995,-124.512,-80.017,83.191
1.708,0.876,-1.258,-107.727,-65.918,81.482
0.206,0.268,-1.067,-92.59,-62.988,53.04
0.057,0.196,-0.172,-75.5,-62.988,43.152
0.144,1.053,-0.373,-70.129,-63.171,25.452
0.177,0.325,0.062,-67.993,-62.256,15.198
0.072,-0.766,0.306,-59.387,-61.401,4.395
0.971,-1.134,-0.608,-48.645,-57.8,-13.611
1.249,0.182,-1.756,-38.696,-47.729,-16.907
1.196,-0.067,-1.933,-27.954,-34.363,15.625
0.0,0.325,-1.785,-9.766,-21.79,11.108
0.732,-0.287,-1.876,12.024,-7.568,-42.725
1.464,-1.196,-2.527,39.063,12.634,-34.973
0.636,0.56,-2.799,66.162,36.438,-5.615
0.335,0.211,-2.512,83.801,52.795,17.212
-1.163,-0.603,-1.211,104.553,66.284,68.054
-0.225,-0.536,0.45,122.864,74.707,130.005
0.091,-0.775,-0.603,136.78,82.764,161.499
0.148,-2.201,-2.393,156.921,91.736,177.979
2.019,-0.163,-1.412,168.701,97.229,191.04
-0.809,5.044,-3.149,158.447,93.445,172.241
-0.373,2.512,-1.641,145.02,87.708,147.827
1.637,2.388,-1.493,130.92,85.388,67.139
-1.043,2.651,-0.263,110.413,81.848,-28.687
-2.335,3.192,1.45,99.304,74.707,13.855
-2.105,2.608,3.685,97.229,59.692,95.764
-1.904,1.995,3.661,98.084,47.424,66.895
-1.455,2.493,4.503,98.938,43.762,31.555
-2.952,0.569,2.096,106.506,36.743,93.384
0.943,-0.33,3.441,109.009,36.743,134.033
-2.785,1.876,2.89,96.558,33.997,125.916
-2.833,0.699,1.761,69.092,26.794,58.838
-2.177,1.335,0.029,41.077,27.588,44.373
0.321,0.995,-0.517,10.01,36.743,53.04
-0.967,-1.622,0.148,-2.502,37.964,18.311
-3.866,-2.455,0.0,2.563,19.531,-22.644
-3.694,-3.048,-2.474,23.132,-7.263,3.784
-2.278,-2.775,-1.287,46.509,-30.151,33.691
-2.512,-2.704,0.397,66.65,-51.941,13.55
-1.172,-0.794,0.498,70.374,-59.326,-68.298
1.043,-1.034,-0.091,57.617,-50.415,-154.297
0.804,-0.727,2.225,36.621,-25.269,-130.737
2.048,0.622,0.847,6.775,-4.822,-44.922
-0.991,3.378,-1.014,-34.363,10.681,52.429
-1.034,0.876,0.857,-63.721,11.597,74.768
-1.105,-0.919,3.378,-62.927,-0.183,13.123
0.349,1.68,-0.598,-40.405,-24.658,-47.791
0.794,2.522,-1.345,-8.789,-41.382,-19.287
1.541,1.177,-2.967,33.447,-61.157,12.817
4.077,0.23,-3.091,54.443,-62.561,-4.15
5.235,1.426,-3.723,51.331,-42.603,-42.786
3.689,1.976,-3.766,27.283,-13.916,-52.673
3.909,1.675,-2.613,0.305,12.939,-37.476
3.646,1.254,-2.909,-26.611,40.1,-4.456
1.292,-2.038,-1.665,-32.104,49.561,37.537
0.22,-3.498,-1.675,-7.996,37.415,46.265
-0.325,-3.622,-1.421,33.752,14.099,38.513
-0.522,-2.239,-1.115,64.453,-7.507,72.632
0.053,-0.153,-0.306,70.679,-24.902,86.304
0.507,1.282,0.215,51.697,-28.625,62.073
0.713,1.771,0.287,17.09,-20.081,15.747
1.751,2.464,0.861,-24.109,-2.38,-55.176
0.024,-0.105,-0.828,-49.072,4.028,-102.783
-1.278,-1.756,1.081,-45.959,-1.343,-36.011
-2.541,-1.737,-0.569,-20.874,-16.968,19.775
-2.278,0.402,-0.297,9.094,-39.246,-0.977
-1.833,1.043,-0.837,25.879,-56.213,-24.78
0.507,2.359,-0.66,22.095,-55.664,-25.269
2.656,3.34,-2.359,-7.935,-36.926,-32.166
1.981,3.756,-3.775,-37.781,-20.02,-20.813
0.077,-0.34,-3.283,-36.316,-21.362,-6.348
-1.196,-2.933,-2.216,25.879,-50.72,70.068
-0.799,-0.718,-2.254,73.059,-82.52,60.242
0.565,1.182,-2.546,81.543,-97.656,-11.108
2.431,2.364,-1.727,56.03,-85.022,-44.067
2.483,2.929,-1.617,8.423,-54.749,-43.701
3.522,3.766,-3.933,-48.95,-22.156,-45.959
1.407,0.077,-1.383,-75.317,-6.714,-44.25
-0.603,-3.819,-1.325,-29.968,-9.338,136.719
-2.177,-2.354,0.196,40.527,-36.865,177.002
-0.804,0.981,-1.072,83.435,-73.669,57.068
0.388,2.598,-1.833,77.393,-71.289,36.56
1.34,2.149,-1.019,41.748,-42.908,21.606
1.378,5.264,-4.364,-17.334,7.507,64.392
2.33,4.177,-5.163,-65.308,51.819,72.51
-4.46,-1.053,-3.168,-42.847,56.641,174.927
-6.814,-2.479,-2.019,39.185,13.123,226.502
-5.273,0.569,-3.163,77.454,-29.419,-1.526
-1.139,0.325,-4.024,80.444,-11.658,-69.641
-0.172,3.244,-5.383,53.589,34.058,32.288
1.397,3.914,-5.871,5.249,87.463,45.471
-3.374,-2.728,-3.354,-8.362,85.815,-12.695
-11.508,-3.809,-0.024,5.493,16.724,74.036
-14.279,2.531,-1.833,-28.625,-123.779,-22.766
-8.345,4.972,-2.771,-85.693,-227.905,-199.402
-4.029,3.608,-4.551,-119.08,-303.101,-160.95
-5.728,4.235,-4.005,-155.945,-365.479,-106.69
-8.077,7.785,-3.019,-203.552,-424.133,-89.905
-5.402,9.824,-3.015,-268.921,-478.272,-90.881
-6.776,14.265,1.799,-337.341,-531.189,-58.899
-20.916,46.052,27.132,-530.396,-589.966,263.55
-20.136,83.171,36.276,-929.81,-488.403,-363.342
134.573,39.937,17.571,-1119.812,442.505,507.996
-155.757,20.236,-40.396,-429.443,1999.939,688.294
41.215,-29.132,-18.49,706.97,1962.585,992.92
30.4,40.057,21.246,158.386,1655.396,-240.906
-14.667,-40.894,40.08,-323.425,1133.911,-31.677
-6.757,-49.072,21.246,-129.944,517.883,633.362
-8.594,-22.926,21.366,-154.602,12.39,229.126
3.383,-20.825,17.365,-121.948,-112.0,34.058
-0.282,-10.838,14.877,-51.575,-87.585,-96.558
-2.211,-7.637,10.317,-47.241,-52.917,-47.791
0.292,-7.589,7.082,-66.956,-15.015,-31.25
-2.976,-1.948,6.388,-110.23,8.24,-162.781
-1.914,4.819,3.316,-160.156,14.282,-142.944
1.01,14.667,-2.244,-252.197,25.146,-77.942
-0.924,13.13,-4.283,-322.876,-3.174,-172.607
0.364,5.331,-2.632,-316.101,-60.547,-207.947
2.12,4.709,-2.905,-250.732,-112.793,-176.025
1.388,7.001,-1.335,-195.313,-131.287,-147.095
-1.928,6.747,-0.34,-154.236,-152.527,-210.51
-1.976,6.12,0.933,-127.258,-171.509,-180.908
-1.297,8.943,1.957,-129.883,-177.002,-132.08
-1.369,11.446,-4.359,-163.757,-180.786,-173.157
0.483,9.077,-5.589,-189.88,-180.054,-205.75
1.751,3.541,-3.728,-185.425,-174.072,-154.846
-0.033,2.718,-2.661,-156.799,-162.109,-49.5
-2.699,3.283,-2.316,-131.104,-157.227,-29.053
-3.689,3.905,-2.699,-103.21,-160.217,-63.477
