    time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
12:52:48,1046719269,     0.072,     0.014,     0.005,     0.073,     9.838,    -0.163,    -0.809,     9.873,     0.000,     0.183,     0.000,     0.183,   -53.778,    22.961,   -69.337,    90.703,     28.06,  1012.685,    30.865,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.646,   -85.084,    23.297,     0.000,     0.000,     0.000,     57847, idle,     0.019,    -0.005,     0.067,     0.070, 2373,  01
12:52:48,1046719302,    -0.005,    -0.014,     0.010,     0.018,     9.757,    -0.196,    -0.804,     9.792,     0.000,    -0.061,     0.000,     0.061,   -53.929,    22.659,   -69.489,    90.832,     28.06,  1012.685,    30.865,    0.2134,   -0.7027,   -0.2191,   -0.6424,  -167.635,   -85.084,    23.291,     0.000,     0.000,     0.000,     57847, idle,     0.000,     0.019,    -0.010,     0.021, 2379,  01
12:52:48,1046719335,    -0.053,     0.000,    -0.005,     0.053,     9.709,    -0.182,    -0.823,     9.746,     0.061,     0.000,    -0.061,     0.086,   -53.627,    22.961,   -69.337,    90.613,     28.06,  1012.684,    30.868,    0.2134,   -0.7027,   -0.2191,   -0.6424,  -167.635,   -85.089,    23.286,     0.000,     0.000,     0.000,     57847, idle,    -0.010,     0.000,    -0.053,     0.053, 2379,  01
12:52:48,1046719368,     0.033,     0.005,    -0.005,     0.034,     9.800,    -0.172,    -0.823,     9.836,     0.122,     0.244,     0.000,     0.273,   -53.627,    22.961,   -69.035,    90.382,     28.06,  1012.684,    30.868,    0.2134,   -0.7027,   -0.2191,   -0.6424,  -167.646,   -85.089,    23.297,     0.000,     0.000,     0.000,     57847, idle,     0.000,    -0.005,     0.033,     0.034, 2377,  01
12:52:48,1046719401,     0.053,     0.000,    -0.005,     0.053,     9.819,    -0.177,    -0.823,     9.855,     0.000,    -0.061,    -0.061,     0.086,   -53.778,    22.659,   -69.489,    90.742,     28.06,  1012.684,    30.873,    0.2134,   -0.7027,   -0.2191,   -0.6424,  -167.657,   -85.084,    23.313,     0.000,     0.000,     0.000,     57847, idle,     0.000,     0.000,     0.053,     0.053, 2376,  01
12:52:48,1046719434,    -0.053,    -0.005,     0.010,     0.054,     9.709,    -0.187,    -0.804,     9.744,     0.000,    -0.061,    -0.061,     0.086,   -54.080,    22.961,   -69.035,    90.652,     28.06,  1012.684,    30.873,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.668,   -85.089,    23.324,     0.000,     0.000,     0.000,     57847, idle,     0.000,     0.010,    -0.057,     0.058, 2379,  01
12:52:48,1046719467,    -0.014,     0.000,     0.000,     0.014,     9.747,    -0.182,    -0.818,     9.783,     0.000,     0.000,    -0.061,     0.061,   -53.627,    23.112,   -69.337,    90.652,     28.06,  1012.684,    30.873,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.662,   -85.089,    23.313,     0.000,     0.000,     0.000,     57847, idle,    -0.005,     0.000,    -0.014,     0.015, 2373,  01
12:52:48,1046719500,     0.043,     0.010,    -0.010,     0.045,     9.810,    -0.167,    -0.833,     9.846,     0.000,     0.000,     0.000,     0.000,   -53.778,    22.961,   -69.186,    90.587,     28.06,  1012.684,    30.873,    0.2133,   -0.7027,   -0.2192,   -0.6424,  -167.668,   -85.084,    23.318,     0.000,     0.000,     0.000,     57847, idle,     0.000,    -0.014,     0.043,     0.045, 2372,  01
12:52:49,1046719533,    -0.043,     0.000,     0.000,     0.043,     9.719,    -0.182,    -0.818,     9.755,     0.000,     0.000,     0.000,     0.000,   -53.929,    22.961,   -69.186,    90.677,     28.06,  1012.683,    30.879,    0.2134,   -0.7027,   -0.2191,   -0.6424,  -167.640,   -85.084,    23.291,     0.000,     0.000,     0.000,     57847, idle,    -0.005,     0.000,    -0.043,     0.043, 2370,  01
12:52:49,1046719566,    -0.038,    -0.014,    -0.010,     0.042,     9.723,    -0.196,    -0.828,     9.761,    -0.061,     0.000,    -0.122,     0.136,   -53.929,    23.112,   -69.489,    90.946,     28.06,  1012.683,    30.879,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.646,   -85.084,    23.297,     0.000,     0.000,     0.000,     57847, idle,    -0.019,     0.005,    -0.038,     0.043, 2370,  01
12:52:49,1046719599,     0.019,    -0.005,    -0.024,     0.031,     9.786,    -0.187,    -0.842,     9.824,     0.061,     0.061,    -0.061,     0.106,   -54.080,    23.112,   -69.337,    90.921,     28.06,  1012.683,    30.879,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.679,   -85.084,    23.329,     0.000,     0.000,     0.000,     57847, idle,    -0.024,    -0.005,     0.019,     0.031, 2372,  01
12:52:49,1046719632,    -0.005,     0.000,     0.000,     0.005,     9.757,    -0.182,    -0.813,     9.792,     0.061,    -0.061,     0.061,     0.106,   -53.929,    22.961,   -69.337,    90.792,     28.06,  1012.683,    30.879,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.651,   -85.084,    23.302,     0.000,     0.000,     0.000,     57847, idle,     0.000,     0.000,    -0.005,     0.005, 2372,  01
12:52:49,1046719665,    -0.029,    -0.005,     0.000,     0.029,     9.709,    -0.182,    -0.813,     9.745,     0.000,     0.000,    -0.061,     0.061,   -53.627,    23.112,   -69.337,    90.652,     28.06,  1012.683,    30.879,    0.2133,   -0.7027,   -0.2191,   -0.6424,  -167.657,   -85.089,    23.308,     0.000,     0.000,     0.000,     57847, idle,    -0.005,     0.000,    -0.029,     0.029, 2372,  01
