    time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
12:51:32,1046642610,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.611,    -0.755,  -104.384,   104.741,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.224,    86.204,    94.785,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2353,  01
12:51:32,1046642643,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.459,    -0.755,  -104.535,   104.879,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.218,    86.204,    94.790,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2355,  01
12:51:32,1046642676,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.611,    -0.604,  -104.384,   104.740,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.218,    86.204,    94.796,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2353,  01
12:51:32,1046642709,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.459,    -0.755,  -104.233,   104.578,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.213,    86.204,    94.796,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2358,  01
12:51:32,1046642742,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.762,    -0.604,  -104.233,   104.602,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.213,    86.204,    94.796,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2364,  01
12:51:32,1046642775,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.611,    -0.604,  -104.384,   104.740,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.207,    86.204,    94.801,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2363,  01
12:51:32,1046642808,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.611,    -0.755,  -104.082,   104.440,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.202,    86.204,    94.807,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2360,  01
12:51:32,1046642841,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.611,    -0.453,  -104.233,   104.589,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.202,    86.204,    94.807,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2360,  01
12:51:32,1046642874,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.611,    -0.604,  -104.082,   104.439,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.196,    86.204,    94.812,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2357,  01
12:51:32,1046642907,    -0.033,     0.000,     0.000,     0.033,    -9.819,    -0.067,     0.646,     9.841,     0.000,     0.000,     0.000,     0.000,     8.459,    -0.453,  -104.233,   104.577,     27.77,  1012.751,    30.313,    0.4662,   -0.5290,    0.4327,    0.5617,    -6.191,    86.204,    94.818,     0.000,     0.000,     0.000,     57727, idle,     0.000,     0.000,     0.033,     0.033, 2359,  01
