    time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
12:10:15,1044171018,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.382,    18.430,   -82.933,   100.871,     27.30,  1013.198,    27.265,    0.6801,   -0.1053,   -0.7189,   -0.0980,  -177.528,   -86.797,   160.988,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2344,  01
12:10:15,1044171051,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.533,    18.430,   -82.631,   100.705,     27.30,  1013.198,    27.263,    0.6801,   -0.1053,   -0.7189,   -0.0980,  -177.534,   -86.797,   160.994,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2342,  01
12:10:15,1044171084,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.533,    18.430,   -82.782,   100.829,     27.30,  1013.198,    27.263,    0.6801,   -0.1053,   -0.7189,   -0.0980,  -177.539,   -86.792,   160.999,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2343,  01
12:10:15,1044171117,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.533,    18.430,   -82.782,   100.829,     27.30,  1013.198,    27.263,    0.6801,   -0.1053,   -0.7189,   -0.0980,  -177.539,   -86.792,   160.999,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2344,  01
12:10:15,1044171150,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.533,    18.581,   -82.782,   100.856,     27.30,  1013.198,    27.263,    0.6801,   -0.1053,   -0.7189,   -0.0980,  -177.545,   -86.792,   161.005,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2338,  01
12:10:15,1044171183,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.382,    18.581,   -82.782,   100.775,     27.30,  1013.198,    27.263,    0.6800,   -0.1053,   -0.7189,   -0.0980,  -177.550,   -86.792,   161.010,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2341,  01
12:10:15,1044171216,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.231,    18.430,   -82.631,   100.541,     27.30,  1013.198,    27.263,    0.6800,   -0.1053,   -0.7189,   -0.0980,  -177.550,   -86.792,   161.010,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2341,  01
12:10:15,1044171249,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.533,    18.581,   -82.631,   100.732,     27.30,  1013.198,    27.263,    0.6800,   -0.1053,   -0.7189,   -0.0980,  -177.550,   -86.792,   161.010,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2338,  01
12:10:15,1044171282,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.231,    18.581,   -82.480,   100.445,     27.30,  1013.198,    27.263,    0.6800,   -0.1053,   -0.7189,   -0.0980,  -177.556,   -86.792,   161.016,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2339,  01
12:10:15,1044171315,    -0.005,     0.000,     0.000,     0.005,     9.781,    -0.019,    -0.546,     9.796,     0.000,     0.000,     0.000,     0.000,   -54.533,    18.581,   -82.782,   100.856,     27.30,  1013.198,    27.263,    0.6800,   -0.1053,   -0.7189,   -0.0980,  -177.556,   -86.792,   161.016,     0.000,     0.000,     0.000,     57143, idle,     0.000,     0.000,    -0.005,     0.005, 2335,  01
