    time, timestamp,  aX(m/s²),  aY(m/s²),  aZ(m/s²), |a|(m/s²),  Ax(m/s²),  Ay(m/s²),  Az(m/s²), |A|(m/s²),   Gx(°/s),   Gy(°/s),   Gz(°/s),G_abs(°/s),  MagX(uT),  MagY(uT),  MagZ(uT),Mag_abs(uT), THE(°C),Pressure(hPa),height(m),        w,         x,         y,         z, angleX(°), angleY(°), angleZ(°),offsetX(m),offsetY(m),offsetZ(m),     steps,state, asX(m/s²), asY(m/s²), asZ(m/s²),|as|(m/s²), ADC1,GPIO
12:11:38,1044254178,     0.024,     0.010,     0.000,     0.026,    -9.771,    -0.014,     0.359,     9.778,     0.000,     0.122,     0.000,     0.122,    13.142,   -17.221,   -63.144,    66.757,     27.54,  1013.121,    27.908,    0.7192,   -0.0380,    0.6927,    0.0375,    -3.972,    87.858,     2.142,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.010,    -0.024,     0.026, 2352,  01
12:11:38,1044254211,    -0.067,    -0.005,     0.000,     0.067,    -9.819,    -0.024,     0.364,     9.826,    -0.061,    -0.122,     0.000,     0.136,    12.689,   -17.523,   -63.295,    66.890,     27.54,  1013.121,    27.905,    0.7192,   -0.0380,    0.6927,    0.0375,    -3.994,    87.852,     2.120,     0.000,     0.000,     0.000,     57292, idle,     0.000,    -0.005,     0.067,     0.067, 2349,  01
12:11:38,1044254244,    -0.086,     0.000,     0.005,     0.086,    -9.886,    -0.024,     0.368,     9.893,     0.000,     0.000,     0.000,     0.000,    12.991,   -17.372,   -63.597,    67.195,     27.54,  1013.121,    27.908,    0.7192,   -0.0380,    0.6927,    0.0375,    -3.972,    87.858,     2.148,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.086,     0.086, 2348,  01
12:11:38,1044254277,     0.005,     0.000,    -0.005,     0.007,    -9.790,    -0.024,     0.354,     9.797,     0.000,     0.183,     0.000,     0.183,    12.840,   -17.221,   -63.597,    67.127,     27.55,  1013.121,    27.908,    0.7192,   -0.0380,    0.6927,    0.0375,    -4.021,    87.858,     2.098,     0.000,     0.000,     0.000,     57292, idle,    -0.005,     0.000,    -0.005,     0.007, 2351,  01
12:11:38,1044254310,    -0.096,     0.000,     0.000,     0.096,    -9.896,    -0.019,     0.359,     9.902,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.221,   -63.446,    66.955,     27.55,  1013.121,    27.908,    0.7192,   -0.0380,    0.6927,    0.0375,    -4.043,    87.858,     2.076,     0.000,     0.000,     0.000,     57292, idle,    -0.005,     0.000,     0.096,     0.096, 2355,  01
12:11:38,1044254343,    -0.096,     0.000,     0.000,     0.096,    -9.896,    -0.019,     0.364,     9.902,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.372,   -63.446,    66.994,     27.54,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -4.026,    87.858,     2.093,     0.000,     0.000,     0.000,     57292, idle,    -0.005,     0.000,     0.096,     0.096, 2352,  01
12:11:38,1044254376,    -0.091,     0.000,     0.000,     0.091,    -9.891,    -0.019,     0.364,     9.898,     0.000,     0.000,     0.000,     0.000,    12.840,   -17.372,   -63.446,    67.023,     27.55,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -4.010,    87.858,     2.104,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.091,     0.091, 2352,  01
12:11:38,1044254409,    -0.091,     0.000,     0.000,     0.091,    -9.891,    -0.024,     0.364,     9.898,     0.000,     0.000,     0.000,     0.000,    12.840,   -17.372,   -63.597,    67.166,     27.55,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -3.999,    87.863,     2.115,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.091,     0.091, 2355,  01
12:11:38,1044254442,    -0.086,     0.000,     0.000,     0.086,    -9.886,    -0.024,     0.364,     9.893,     0.000,     0.000,     0.000,     0.000,    12.387,   -17.070,   -63.446,    66.860,     27.55,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -3.988,    87.863,     2.126,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.086,     0.086, 2350,  01
12:11:38,1044254475,    -0.086,     0.000,     0.000,     0.086,    -9.886,    -0.024,     0.364,     9.893,     0.000,     0.000,     0.000,     0.000,    12.840,   -17.674,   -63.295,    66.959,     27.55,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -3.983,    87.863,     2.137,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.086,     0.086, 2353,  01
12:11:38,1044254508,    -0.086,     0.000,     0.000,     0.086,    -9.886,    -0.024,     0.364,     9.893,     0.000,     0.000,     0.000,     0.000,    12.840,   -17.221,   -63.295,    66.841,     27.55,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -3.977,    87.863,     2.142,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.086,     0.086, 2355,  01
12:11:38,1044254541,    -0.081,     0.000,     0.000,     0.081,    -9.881,    -0.024,     0.364,     9.888,     0.000,     0.000,     0.000,     0.000,    12.387,   -17.372,   -63.295,    66.794,     27.55,  1013.121,    27.908,    0.7191,   -0.0380,    0.6928,    0.0375,    -3.966,    87.863,     2.148,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.081,     0.081, 2353,  01
12:11:38,1044254574,    -0.081,     0.000,     0.000,     0.081,    -9.881,    -0.024,     0.364,     9.888,     0.000,     0.000,     0.000,     0.000,    12.538,   -17.221,   -63.597,    67.070,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.961,    87.869,     2.153,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.081,     0.081, 2354,  01
12:11:38,1044254607,    -0.077,     0.000,     0.000,     0.077,    -9.877,    -0.024,     0.364,     9.883,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.221,   -63.295,    66.812,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.955,    87.869,     2.164,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.077,     0.077, 2355,  01
12:11:38,1044254640,    -0.077,     0.000,     0.000,     0.077,    -9.877,    -0.024,     0.364,     9.883,     0.000,     0.000,     0.000,     0.000,    12.387,   -17.372,   -63.295,    66.794,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.944,    87.869,     2.170,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.077,     0.077, 2352,  01
12:11:38,1044254673,    -0.077,     0.000,     0.000,     0.077,    -9.877,    -0.019,     0.364,     9.883,     0.000,     0.000,     0.000,     0.000,    12.538,   -17.372,   -63.144,    66.679,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.939,    87.869,     2.181,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.077,     0.077, 2355,  01
12:11:38,1044254706,    -0.072,     0.000,     0.000,     0.072,    -9.872,    -0.019,     0.364,     9.878,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.221,   -63.295,    66.812,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.928,    87.869,     2.192,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.072,     0.072, 2387,  01
12:11:39,1044254739,    -0.072,     0.000,     0.000,     0.072,    -9.872,    -0.024,     0.364,     9.879,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.221,   -63.295,    66.812,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.922,    87.869,     2.197,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.072,     0.072, 2350,  01
12:11:39,1044254772,    -0.072,     0.000,     0.000,     0.072,    -9.872,    -0.024,     0.364,     9.879,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.070,   -63.446,    66.916,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.911,    87.869,     2.203,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.072,     0.072, 2352,  01
12:11:39,1044254805,    -0.072,     0.000,     0.000,     0.072,    -9.867,    -0.024,     0.364,     9.874,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.372,   -63.295,    66.851,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.906,    87.869,     2.214,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.072,     0.072, 2352,  01
12:11:39,1044254838,    -0.067,     0.000,     0.000,     0.067,    -9.867,    -0.024,     0.364,     9.874,     0.000,     0.000,     0.000,     0.000,    12.689,   -17.372,   -63.446,    66.994,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.900,    87.869,     2.219,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.067,     0.067, 2352,  01
12:11:39,1044254871,    -0.067,     0.000,     0.000,     0.067,    -9.867,    -0.024,     0.364,     9.874,     0.000,     0.000,     0.000,     0.000,    12.538,   -17.372,   -63.295,    66.823,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.895,    87.869,     2.225,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.067,     0.067, 2350,  01
12:11:39,1044254904,    -0.067,     0.000,     0.000,     0.067,    -9.867,    -0.024,     0.364,     9.874,     0.000,     0.000,     0.000,     0.000,    12.538,   -17.372,   -63.446,    66.966,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.889,    87.869,     2.225,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.067,     0.067, 2350,  01
12:11:39,1044254937,    -0.067,     0.000,     0.000,     0.067,    -9.867,    -0.024,     0.364,     9.874,     0.000,     0.000,     0.000,     0.000,    12.538,   -17.221,   -63.446,    66.927,     27.55,  1013.121,    27.908,    0.7191,   -0.0379,    0.6928,    0.0375,    -3.889,    87.869,     2.230,     0.000,     0.000,     0.000,     57292, idle,     0.000,     0.000,     0.067,     0.067, 2351,  01
12:11:39,1044254970,    12.714,    -3.364,     4.498,    13.900,     7.843,    -4.465,     7.450,    11.703,     7.019,    41.199,   -44.983,    61.401,    12.689,   -17.221,   -63.295,    66.812,     27.55,  1013.122,    27.897,    0.7186,   -0.0396,    0.6934,    0.0357,   -11.832,    87.929,    -5.729,     0.000,     0.000,     0.000,     57292, idle,     5.283,    -2.909,   -12.523,    13.899, 2350,  01
